fetch date,hrefs,short codes,post types,captions,accessibility caption,id,timestamp,upload date,upload date text
03/06/21,https://www.instagram.com/p/CLxJ9-5MVde/,CLxJ9-5MVde,Image,"⭐️ brb starting a revolution. Moxie, March 3","Photo by Netflix US on February 26, 2021. May be a closeup of 1 person and indoor.",2517837508515026782,1614369642,2021-02-26T20:00:42.000Z,"Feb 26, 2021"
03/06/21,https://www.instagram.com/p/CLuQdXxne30/,CLuQdXxne30,Image,"counting down to @shadowandbone April 23, 2021","Photo by Netflix US on February 25, 2021. May be an image of outdoors and text that says 'NETLIX AN FLIX ORIGINAL SERIES A BONE APRIL 23 NETFLIX'.",2517021628884184564,1614272381,2021-02-25T16:59:41.000Z,"Feb 25, 2021"
03/06/21,https://www.instagram.com/p/CLj9ZYeAT4r/,CLj9ZYeAT4r,Carousel,i remember this like it was yesterday 🥺 🥺 🥺,"Photo by Netflix US on February 21, 2021. May be an image of 3 people and text.",2514123042100166187,1613926843,2021-02-21T17:00:43.000Z,"Feb 21, 2021"
03/06/21,https://www.instagram.com/p/CLsAYEvs46P/,CLsAYEvs46P,Image,"Ginny & Georgia, now streaming","Photo shared by Netflix US on February 24, 2021 tagging @_antoniagentry_, and @briannehowey. May be an image of 3 people, people standing, people sitting and indoor.",2516387946155970191,1614196841,2021-02-24T20:00:41.000Z,"Feb 24, 2021"
03/06/21,https://www.instagram.com/p/CLpUvfrMo9h/,CLpUvfrMo9h,Video,,,2515633091619491681,1614106860,2021-02-23T19:01:00.000Z,"Feb 23, 2021"
03/06/21,https://www.instagram.com/p/CLmv6y_ATri/,CLmv6y_ATri,IGTV,only a (few more) weeks away from the best thing ever,,2514908190592809698,1614020487,2021-02-22T19:01:27.000Z,"Feb 22, 2021"
03/06/21,https://www.instagram.com/p/CLpbizbnZGS/,CLpbizbnZGS,Video,,,2515663005805285778,1614110428,2021-02-23T20:00:28.000Z,"Feb 23, 2021"
03/06/21,https://www.instagram.com/p/CLryqCksN8P/,CLryqCksN8P,Carousel,remembering this 2007 fashion like it was yesterday...,"Photo by Netflix US on February 24, 2021. May be an image of 3 people and people standing.",2516327608123186959,1614189648,2021-02-24T18:00:48.000Z,"Feb 24, 2021"
03/06/21,https://www.instagram.com/p/CLp96kLMn6K/,CLp96kLMn6K,Carousel,animal lovers >>>>,"Photo shared by Netflix US on February 23, 2021 tagging @iamreginaking. May be an image of 1 person, standing and dog.",2515814172272524938,1614128441,2021-02-24T01:00:41.000Z,"Feb 23, 2021"
03/06/21,https://www.instagram.com/p/CLsjzDyn5pR/,CLsjzDyn5pR,Video,,,2516543732185012817,1614215573,2021-02-25T01:12:53.000Z,"Feb 24, 2021"
03/06/21,https://www.instagram.com/p/CLk0cKWHz4I/,CLk0cKWHz4I,Video,,,2514365125652069896,1613955713,2021-02-22T01:01:53.000Z,"Feb 21, 2021"
03/06/21,https://www.instagram.com/p/CLj2gVnMhzs/,CLj2gVnMhzs,IGTV,,,2514092733743897836,1613923267,2021-02-21T16:01:07.000Z,"Feb 21, 2021"
03/06/21,https://www.instagram.com/p/CLmX-y5nu4w/,CLmX-y5nu4w,Video,,,2514802912264121904,1614007918,2021-02-22T15:31:58.000Z,"Feb 22, 2021"
03/06/21,https://www.instagram.com/p/CLnLW9bBXMB/,CLnLW9bBXMB,Image,wrong ⬇️ answers ⬇️ only ⬇️,"Photo by Netflix US on February 22, 2021. May be an image of 1 person and text that says 'Who Who is he? (Wrong answers only.)'.",2515028873201414913,1614034826,2021-02-22T23:00:26.000Z,"Feb 22, 2021"
03/06/21,https://www.instagram.com/p/CLhaqkVHzCJ/,CLhaqkVHzCJ,Carousel,"Hi guys - Tia Mowry here, and I am SO excited to be Netflix’s editor-in-chief for the day.  It is important to me that I use my platform and continue to inspire & educate about how art and activism coincide.  Anti-racism is a word that deserves a spotlight, and it is my honor to shed light on the subject. I am here to talk about the importance of anti-racism, incredible movements including the Me Too Movement and Black Lives Matter, and how we can all create change together.","Photo shared by Netflix US on February 20, 2021 tagging @tiamowry. May be an image of 1 person.",2513407341485830281,1613841525,2021-02-20T17:18:45.000Z,"Feb 20, 2021"
03/06/21,https://www.instagram.com/p/CLdF8t_L1m4/,CLdF8t_L1m4,Image,"help, i can't choose...","Photo by Netflix US on February 18, 2021. May be an image of \u200e6 people, people standing and \u200etext that says '\u200e1. BFF'S SIBLING 2.CHILDHOOD FRIENDS MISFILS \u05e4\u05d0\u00d7 3.UNEXPECTED BUT PERFECT 4.MISSED CONNECTIONS\u200e'\u200e\u200e.",2512190329922214328,1613696446,2021-02-19T01:00:46.000Z,"Feb 18, 2021"
03/06/21,https://www.instagram.com/p/CLcq0JKns0G/,CLcq0JKns0G,Image,✋ if u spent hours on photobooth making weird videos,"Photo by Netflix US on February 18, 2021. May be an image of 13 people and text that says 'Photo Booth Sepia Black \u0026 White Glow Comic ComicBook Book Normal Colored Pencil Therma Camera Pop Effects 2 hoto'.",2512070993374006534,1613682220,2021-02-18T21:03:40.000Z,"Feb 18, 2021"
03/06/21,https://www.instagram.com/p/CLhyWxnH1v1/,CLhyWxnH1v1,Video,,,2513511534473206773,1613853979,2021-02-20T20:46:19.000Z,"Feb 20, 2021"
03/06/21,https://www.instagram.com/p/CLe6p4XFL3k/,CLe6p4XFL3k,Image,"Hi bestie ✨, say it back.","Photo by Netflix US on February 19, 2021. May be a cartoon.",2512703606832283108,1613757633,2021-02-19T18:00:33.000Z,"Feb 19, 2021"
03/06/21,https://www.instagram.com/p/CLhmilOnPds/,CLhmilOnPds,Video,,,2513459569252693868,1613847794,2021-02-20T19:03:14.000Z,"Feb 20, 2021"
03/06/21,https://www.instagram.com/p/CLcSbTKhOgx/,CLcSbTKhOgx,Carousel,🤳🤳🤳,"Photo shared by Netflix US on February 18, 2021 tagging @tomholland2013. May be an image of 1 person, body of water and sky.",2511963733006542897,1613669433,2021-02-18T17:30:33.000Z,"Feb 18, 2021"
03/06/21,https://www.instagram.com/p/CLcD_2jn6lG/,CLcD_2jn6lG,IGTV,Thank you all for being a part of this journey. We're just getting started. 🖤,,2511900274212186438,1613661948,2021-02-18T15:25:48.000Z,"Feb 18, 2021"
03/06/21,https://www.instagram.com/p/CLau1UcLg-X/,CLau1UcLg-X,Image,80s hair > everything,"Photo by Netflix US on February 17, 2021. May be an image of 6 people, people standing and indoor.",2511525716431867799,1613617218,2021-02-18T03:00:18.000Z,"Feb 17, 2021"
03/06/21,https://www.instagram.com/p/CLfWJleHL2G/,CLfWJleHL2G,Video,,,2512824532828208518,1613772061,2021-02-19T22:01:01.000Z,"Feb 19, 2021"
03/06/21,https://www.instagram.com/p/CLemgx1HRHS/,CLemgx1HRHS,Video,,,2512615020414439890,1613747089,2021-02-19T15:04:49.000Z,"Feb 19, 2021"
03/06/21,https://www.instagram.com/p/CLchC0TnSVE/,CLchC0TnSVE,Video,,,2512028021303354692,1613677113,2021-02-18T19:38:33.000Z,"Feb 18, 2021"
03/06/21,https://www.instagram.com/p/CLUq9BaLNCj/,CLUq9BaLNCj,Carousel,where it started and where it ended 💌 @toalltheboysnetflix 💌,"Photo by Netflix US on February 15, 2021. May be an image of 5 people.",2509819803706642595,1613413857,2021-02-15T18:30:57.000Z,"Feb 15, 2021"
03/06/21,https://www.instagram.com/p/CLX8ZY7lqsR/,CLX8ZY7lqsR,Carousel,green outfits only,"Photo shared by Netflix US on February 16, 2021 tagging @annacathcart. May be an image of 1 person and standing.",2510740944829459217,1613523666,2021-02-17T01:01:06.000Z,"Feb 16, 2021"
03/06/21,https://www.instagram.com/p/CLTAYDSntcG/,CLTAYDSntcG,Video,,,2509351070176564998,1613358022,2021-02-15T03:00:22.000Z,"Feb 14, 2021"
03/06/21,https://www.instagram.com/p/CLSUQoPHRq_/,CLSUQoPHRq_,IGTV,"@elizabethagrullon
@cosauls
@ayresnouveau
@denmeditation
@liberatemeditation / @insighttimer",,2509157046043876031,1613334965,2021-02-14T20:36:05.000Z,"Feb 14, 2021"
03/06/21,https://www.instagram.com/p/CLVXjzOjhxl/,CLVXjzOjhxl,Carousel,just me getting fashion inspiration from all my best friends,"Photo by Netflix US on February 15, 2021. May be an image of 7 people and people standing.",2510015982585388133,1613437243,2021-02-16T01:00:43.000Z,"Feb 15, 2021"
03/06/21,https://www.instagram.com/p/CLZ-vJeM2ol/,CLZ-vJeM2ol,Image,"when the main character becomes the main character. Wednesday Addams, a new live action series coming soon.","Photo by Netflix US on February 17, 2021. May be a cartoon of text that says 'NEW LIVE ACTION SERIES DIRECTED BY TIM BURTON WEDNESDAY COMING CMGO TO NETFLIX'.",2511314186105219621,1613592001,2021-02-17T20:00:01.000Z,"Feb 17, 2021"
03/06/21,https://www.instagram.com/p/CLVC9NaDaEA/,CLVC9NaDaEA,IGTV,,,2509925369705767168,1613426476,2021-02-15T22:01:16.000Z,"Feb 15, 2021"
03/06/21,https://www.instagram.com/p/CLSehjZHUQD/,CLSehjZHUQD,Video,,,2509202189539165187,1613340279,2021-02-14T22:04:39.000Z,"Feb 14, 2021"
03/06/21,https://www.instagram.com/p/CLXMSZlML6a/,CLXMSZlML6a,Carousel,comment on your side,"Photo by Netflix US on February 16, 2021. May be an image of 1 person, standing, indoor and text that says 'BAGGY JEANS SKINNY JEANS'.",2510529358258552474,1613498442,2021-02-16T18:00:42.000Z,"Feb 16, 2021"
03/06/21,https://www.instagram.com/p/CLaMd7_Bo3w/,CLaMd7_Bo3w,Video,,,2511374576043593200,1613599205,2021-02-17T22:00:05.000Z,"Feb 17, 2021"
03/06/21,https://www.instagram.com/p/CLXaAChhCiV/,CLXaAChhCiV,Image,this is what i mean when i say i like baseball...,"Photo by Netflix US on February 16, 2021. May be an image of 2 people and text.",2510589669201422485,1613505632,2021-02-16T20:00:32.000Z,"Feb 16, 2021"
03/06/21,https://www.instagram.com/p/CLahIZFB985/,CLahIZFB985,Image,wrong ⬇️ answers ⬇️ only,"Photo by Netflix US on February 17, 2021. May be an image of 3 people and text that says 'What are they looking at? (Wrong answers only.)'.",2511465454431100729,1613610034,2021-02-18T01:00:34.000Z,"Feb 17, 2021"
03/06/21,https://www.instagram.com/p/CLNiVYzlqEG/,CLNiVYzlqEG,Image,"u can only choose one romance trope, go.","Photo by Netflix US on February 12, 2021. May be an image of 7 people, people standing and text that says '1.FAKE DATING 2.WILL THEY, WON'T THEY? 3.SECRET ADMIRER 4.HATE THAT ILOVE YOU'.",2507811570840936710,1613174457,2021-02-13T00:00:57.000Z,"Feb 12, 2021"
03/06/21,https://www.instagram.com/p/CLR7sY2HU_S/,CLR7sY2HU_S,Carousel,"happy valentine’s day <3
hi! I’m Logan Browning & I’m today’s Editor In Chief.
The poet J.Cole once said:
“Love yourself, girl, or nobody will”.
Almost Jermaine.. almost.
number 1) You are loved. Always.
number 2) Loving yourself is MAJOR.
Single or boo’d up, Self-Love is a necessity. Join me today on IGLIVE for a GUIDED MEDITATION inspired by the love we all deserve! XoXo","Photo shared by Netflix US on February 14, 2021 tagging @loganlaurice. May be a closeup of one or more people.",2509049002500902866,1613321970,2021-02-14T16:59:30.000Z,"Feb 14, 2021"
03/06/21,https://www.instagram.com/p/CLRuIGyBcKG/,CLRuIGyBcKG,Carousel,"V̶a̶l̶e̶n̶t̶i̶n̶e̶'s̶ Jessica Day

📺 New Girl","Photo by Netflix US on February 14, 2021. May be an image of one or more people and text.",2508989334599090822,1613314857,2021-02-14T15:00:57.000Z,"Feb 14, 2021"
03/06/21,https://www.instagram.com/p/CLMrMI_nUy5/,CLMrMI_nUy5,Video,,,2507569042829429945,1613145616,2021-02-12T16:00:16.000Z,"Feb 12, 2021"
03/06/21,https://www.instagram.com/p/CLNpHfdh5Aw/,CLNpHfdh5Aw,IGTV,,,2507841402239946800,1613178059,2021-02-13T01:00:59.000Z,"Feb 12, 2021"
03/06/21,https://www.instagram.com/p/CLSGUcnhqjX/,CLSGUcnhqjX,IGTV,💕 with @loganlaurice,,2509095735795296471,1613327551,2021-02-14T18:32:31.000Z,"Feb 14, 2021"
03/06/21,https://www.instagram.com/p/CLM_6kSlGl0/,CLM_6kSlGl0,Image,POV: You text me back after 3 days and tell me “your phone died” or some other bullshit.,"Photo by Netflix US on February 12, 2021. May be an image of 2 people and text that says 'He had a perfectly reasonable explanation for not writing back to me. [cring] All this time, he loved me.'.",2507660194164795764,1613156411,2021-02-12T19:00:11.000Z,"Feb 12, 2021"
03/06/21,https://www.instagram.com/p/CLLEYLUFby6/,CLLEYLUFby6,Carousel,scrolled aaalllllll the way back to some first posts 😍😍,"Photo shared by Netflix US on February 11, 2021 tagging @noahschnapp, @gatenm123, @therealcalebmclaughlin, @finnwolfhardofficial, and @milliebobbybrown. May be an image of 6 people, child, people standing and text that says 'milliebobbybrown \u0665\u0665\u3002 JUNE 21, 2016'.",2507116871163428026,1613091642,2021-02-12T01:00:42.000Z,"Feb 11, 2021"
03/06/21,https://www.instagram.com/p/CLLU3S9Hlum/,CLLU3S9Hlum,Image,,"Photo by Netflix US on February 11, 2021. May be a Twitter screenshot of text that says 'N @netflix Netflix For everyone who sees themselves or someone they love in Lara Jean, Sasha and and Marcus, loane, Ellie Chu, Claudia Kishi, or Pin-Jui We stand uniteo against racism, hatred, and and violence. #StopAAPIHate'.",2507189378416008102,1613100286,2021-02-12T03:24:46.000Z,"Feb 11, 2021"
03/06/21,https://www.instagram.com/p/CLPrjueAtoD/,CLPrjueAtoD,Carousel,"Eloise Bridgerton, the Patron saint of single people everywhere","Photo by Netflix US on February 13, 2021. May be an image of 8 people and text.",2508415088545946115,1613246402,2021-02-13T20:00:02.000Z,"Feb 13, 2021"
03/06/21,https://www.instagram.com/p/CLPXCu9jK_s/,CLPXCu9jK_s,Carousel,will you John B mine?,"Photo by Netflix US on February 13, 2021. May be an image of 1 person and text that says 'JOHN B MINE? mine?'.",2508324860402118636,1613235646,2021-02-13T17:00:46.000Z,"Feb 13, 2021"
03/06/21,https://www.instagram.com/p/CLQAQvqF-2J/,CLQAQvqF-2J,Image,"will you be my beginning, middle, and end?","Photo by Netflix US on February 13, 2021. May be an image of 11 people, people standing and text that says 'ALWAYS 8\u1001 AND FOREVER'.",2508506143129070985,1613257256,2021-02-13T23:00:56.000Z,"Feb 13, 2021"
03/06/21,https://www.instagram.com/p/CLIFHSWHlz_/,CLIFHSWHlz_,Video,,,2506275683599015167,1612991378,2021-02-10T21:09:38.000Z,"Feb 10, 2021"
03/06/21,https://www.instagram.com/p/CLH9RDPBa1s/,CLH9RDPBa1s,Carousel,"some Tom Holland for your page

(📸 @robbiefimmano for @esquire)","Photo shared by Netflix US on February 10, 2021 tagging @tomholland2013. May be an image of 1 person.",2506241170196508012,1612987251,2021-02-10T20:00:51.000Z,"Feb 10, 2021"
03/06/21,https://www.instagram.com/p/CLFKmWhHRmZ/,CLFKmWhHRmZ,Video,,,2505455383684651417,1612893589,2021-02-09T17:59:49.000Z,"Feb 9, 2021"
03/06/21,https://www.instagram.com/p/CLK24SxnY_q/,CLK24SxnY_q,Video,,,2507057505547161578,1613084572,2021-02-11T23:02:52.000Z,"Feb 11, 2021"
03/06/21,https://www.instagram.com/p/CLKh-gRF4xU/,CLKh-gRF4xU,Video,,,2506965573374020692,1613073619,2021-02-11T20:00:19.000Z,"Feb 11, 2021"
03/06/21,https://www.instagram.com/p/CLFmIsdpl6w/,CLFmIsdpl6w,Carousel,me: my bedroom... sometimes my living room on a good day,"Photo by Netflix US on February 09, 2021. May be an image of 2 people, outdoors and text that says 'What \u00db? realm are you from? California.'.",2505576490966867632,1612908015,2021-02-09T22:00:15.000Z,"Feb 9, 2021"
03/06/21,https://www.instagram.com/p/CLHvgKRDQzQ/,CLHvgKRDQzQ,IGTV,big YES to this @jennifer.garner @netflixfamily,,2506180635887733968,1612980081,2021-02-10T18:01:21.000Z,"Feb 10, 2021"
03/06/21,https://www.instagram.com/p/CLFz3ULMdIt/,CLFz3ULMdIt,IGTV,,,2505636869307486765,1612915258,2021-02-10T00:00:58.000Z,"Feb 9, 2021"
03/06/21,https://www.instagram.com/p/CLDWAKZFCNh/,CLDWAKZFCNh,Carousel,no spoilers... but...screenshots from shows right before the 💩  hits the fan,"Photo by Netflix US on February 08, 2021. May be an image of 3 people and text that says 'images that precede unfortunate events'.",2504942585929540449,1612832447,2021-02-09T01:00:47.000Z,"Feb 8, 2021"
03/06/21,https://www.instagram.com/p/CLIRyWNFFw3/,CLIRyWNFFw3,Video,,,2506331419237964855,1612998022,2021-02-10T23:00:22.000Z,"Feb 10, 2021"
03/06/21,https://www.instagram.com/p/CLIfnvindaa/,CLIfnvindaa,Video,,,2506392263179753114,1613005272,2021-02-11T01:01:12.000Z,"Feb 10, 2021"
03/06/21,https://www.instagram.com/p/CLGBrBLJ8KS/,CLGBrBLJ8KS,Image,it's the ~~always~~ for me,"Photo by Netflix US on February 09, 2021. May be an image of 4 people and text that says 'I am yours. I have always been yours. It's you. It's always been you.'.",2505697596923167378,1612922452,2021-02-10T02:00:52.000Z,"Feb 9, 2021"
03/06/21,https://www.instagram.com/p/CK63ejGrQJb/,CK63ejGrQJb,Carousel,"Keanu is a treasure, ok?","Photo by Netflix US on February 05, 2021. May be an image of 1 person, sitting and text that says 'The only Hawaiian name they know is Keanu, and he's the worst.'.",2502556534793110107,1612548008,2021-02-05T18:00:08.000Z,"Feb 5, 2021"
03/06/21,https://www.instagram.com/p/CK7TFeMLRUd/,CK7TFeMLRUd,Carousel,"an ode to the great Hollywood romances @Zendaya and @JohnDavidWashington star in Malcolm & Marie, now streaming.","Photo by Netflix US on February 05, 2021. May be a black-and-white image of 2 people and beard.",2502677956832072989,1612562482,2021-02-05T22:01:22.000Z,"Feb 5, 2021"
03/06/21,https://www.instagram.com/p/CK9VZmbnd6J/,CK9VZmbnd6J,Carousel,"Hey y’all! Today I’m taking over the Netflix account as Editor-In-Chief for Black History Month.  As editor, I want to focus on Black girl joy, excellence, intelligence, and beauty — or as many simply say, our MAGIC. No matter the phrase, it’s no secret that Black women and young Black girls have made significant achievements. So today, I amplify and celebrate...YOU. We’re listening to our friends in the comments 👋🏾. We’ll talk a little about the enterprising & witty Erica Sinclair, and I can’t wait to spotlight some cool people that inspire me. Oh and btw, each weekend in February a new Editor-in-Chief will take over! Let’s get into it...","Photo shared by Netflix US on February 06, 2021 tagging @priahferguson. May be an image of 1 person, child and outdoors.",2503251086117035657,1612630805,2021-02-06T17:00:05.000Z,"Feb 6, 2021"
03/06/21,https://www.instagram.com/p/CK4h29MHV7Q/,CK4h29MHV7Q,Carousel,ready to escape into the world of @shadowandbone,"Photo by Netflix US on February 04, 2021. May be an image of 1 person and standing.",2501898505092423376,1612469565,2021-02-04T20:12:45.000Z,"Feb 4, 2021"
03/06/21,https://www.instagram.com/p/CK41C9KHw7f/,CK41C9KHw7f,Video,,,2501982892576411359,1612479631,2021-02-04T23:00:31.000Z,"Feb 4, 2021"
03/06/21,https://www.instagram.com/p/CLDIQdhhktB/,CLDIQdhhktB,Carousel,"@iambrettgray 🖤 🖤 🖤

📸: Photos by @lanseenee","Photo by Netflix US on February 08, 2021. May be an image of 1 person, standing, suit and indoor.",2504882133332806465,1612825241,2021-02-08T23:00:41.000Z,"Feb 8, 2021"
03/06/21,https://www.instagram.com/p/CK_zbUIrJ8N/,CK_zbUIrJ8N,Image,the best part of today is the snacks. pick the ones you're putting on your plate.,"Photo by Netflix US on February 07, 2021. May be an image of 9 people and text that says 'PICK YOUR SNACK \u09aa'.",2503946095259590413,1612713656,2021-02-07T16:00:56.000Z,"Feb 7, 2021"
03/06/21,https://www.instagram.com/p/CLC4Z4xH84y/,CLC4Z4xH84y,IGTV,,,2504812412316667442,1612817055,2021-02-08T20:44:15.000Z,"Feb 8, 2021"
03/06/21,https://www.instagram.com/p/CLAPJDAHi-q/,CLAPJDAHi-q,Video,,,2504067985214156714,1612728199,2021-02-07T20:03:19.000Z,"Feb 7, 2021"
